3000
8956
85, 254
85, 2112
86, 562
87, 383
87, 573
87, 1035
87, 1064
87, 1289
87, 1836
88, 224
88, 600
88, 1855
88, 2324
89, 728
89, 933
89, 2216
90, 766
90, 1156
90, 1925
91, 809
91, 929
91, 1089
91, 2817
91, 2838
92, 587
92, 699
92, 1115
92, 1964
92, 2530
93, 1304
94, 561
94, 917
94, 1618
94, 2267
95, 618
95, 2529
96, 37
96, 2612
97, 2765
97, 2790
98, 2431
98, 2835
99, 894
99, 934
99, 1301
100, 556
100, 598
100, 637
100, 2399
100, 2943
101, 121
101, 141
101, 1578
101, 2379
101, 2841
101, 2956
102, 739
102, 961
102, 1162
102, 2011
102, 2836
103, 517
103, 1079
103, 1694
103, 2261
104, 1118
104, 1161
104, 1695
104, 2729
105, 642
105, 2195
106, 141
106, 1241
107, 691
108, 1267
108, 2664
108, 2880
109, 478
110, 248
110, 989
110, 2373
110, 2791
110, 2936
111, 113
111, 258
111, 485
112, 848
113, 111
113, 609
113, 2758
114, 924
114, 1395
115, 236
115, 349
115, 1781
116, 1974
116, 2791
117, 593
117, 1235
117, 2487
117, 2544
118, 423
118, 671
118, 1343
118, 1794
118, 2602
119, 1535
119, 2341
119, 2910
120, 1076
120, 1848
120, 2240
121, 101
121, 125
121, 717
121, 1585
121, 2117
121, 2176
121, 2441
122, 1165
122, 1988
122, 2135
123, 423
124, 603
124, 1523
124, 2739
125, 121
125, 864
125, 982
125, 2295
126, 408
126, 1141
126, 2170
126, 2352
126, 2371
126, 2431
126, 2711
126, 2991
127, 926
128, 27
128, 873
128, 2917
129, 148
129, 251
129, 2261
130, 1975
130, 2429
130, 2451
131, 503
131, 1451
131, 2217
132, 892
132, 2596
132, 2610
133, 2921
134, 172
135, 273
135, 1086
135, 1331
135, 2311
135, 2473
136, 1940
136, 2196
136, 2289
137, 206
137, 1004
137, 1323
137, 1794
138, 1988
139, 279
139, 1928
139, 2673
139, 2831
140, 2297
140, 2406
140, 2991
141, 101
141, 106
141, 278
141, 642
142, 1621
142, 1995
142, 2140
143, 61
143, 534
143, 1470
144, 17
144, 536
144, 1095
144, 2079
144, 2960
145, 216
145, 981
145, 2407
146, 802
146, 2811
147, 1085
147, 1853
147, 2007
148, 129
148, 2155
148, 2501
149, 859
149, 1892
149, 1951
149, 2087
150, 269
150, 653
150, 1868
150, 2780
151, 818
151, 1386
151, 2092
151, 2578
152, 248
152, 969
152, 1174
152, 2035
152, 2245
153, 2879
154, 894
154, 1113
154, 1997
155, 527
155, 1100
155, 2951
156, 1520
156, 2875
156, 2954
157, 420
158, 606
158, 760
158, 2719
159, 538
159, 2052
160, 1583
160, 1590
160, 1729
161, 1200
161, 2022
162, 33
162, 377
162, 1438
162, 1443
162, 1605
162, 2801
163, 1356
163, 2115
163, 2168
164, 1782
164, 2125
165, 274
165, 417
165, 2910
166, 1046
167, 662
167, 1040
167, 2482
167, 2602
167, 2992
168, 523
168, 588
168, 657
168, 2340
169, 415
169, 1255
170, 74
170, 1263
170, 2090
171, 435
171, 632
171, 1304
171, 1356
171, 2200
172, 134
172, 520
172, 1770
173, 2268
174, 76
174, 437
174, 821
174, 2442
175, 251
175, 1297
175, 1689
176, 318
177, 1051
177, 1232
177, 1650
177, 1712
178, 759
178, 1204
178, 1736
178, 1787
178, 2076
178, 2758
180, 529
180, 2900
181, 332
181, 380
181, 672
181, 1141
181, 2005
181, 2228
181, 2911
182, 416
182, 1327
182, 1351
182, 1709
182, 2483
182, 2899
183, 534
183, 835
183, 1312
183, 1505
183, 1540
184, 586
184, 930
184, 2879
185, 717
185, 1611
186, 264
186, 949
186, 1363
186, 1907
187, 517
187, 1409
188, 253
188, 1403
188, 2118
189, 565
189, 1028
190, 425
190, 1266
190, 2672
191, 630
192, 340
192, 1885
192, 2197
192, 2678
193, 522
193, 1114
193, 2863
195, 1516
196, 30
196, 969
196, 1954
196, 2012
196, 2356
196, 2380
197, 1149
197, 1565
197, 1842
198, 2104
198, 2559
198, 2909
198, 2916
199, 2643
199, 2754
199, 2856
199, 2974
200, 672
200, 1590
200, 2792
201, 404
201, 610
201, 1120
201, 1666
201, 2911
202, 524
202, 1270
202, 1485
204, 789
205, 273
205, 2298
206, 137
206, 1132
206, 1447
206, 2786
207, 1161
208, 380
208, 1475
208, 2159
208, 2281
208, 2484
208, 2953
209, 433
209, 2318
210, 1242
211, 335
211, 1135
211, 1464
211, 1782
212, 982
212, 1312
212, 2036
212, 2239
213, 2049
213, 2660
214, 490
214, 912
214, 937
214, 1134
214, 1341
214, 2016
214, 2593
215, 264
215, 663
215, 1588
216, 145
216, 770
216, 828
216, 1351
216, 2382
216, 2885
217, 64
217, 356
217, 1143
218, 1155
219, 1408
220, 2927
221, 739
221, 1432
222, 358
222, 680
223, 587
223, 1239
223, 2173
224, 88
224, 521
224, 737
224, 1609
224, 2440
225, 875
226, 277
226, 1948
227, 1628
227, 2109
227, 2693
228, 1702
228, 2795
230, 1041
230, 2544
230, 2620
230, 2687
230, 2757
230, 2904
231, 2061
231, 2490
232, 1844
232, 2202
232, 2450
232, 2498
233, 1170
233, 1391
233, 1550
233, 1769
233, 1871
233, 1937
233, 2320
234, 309
234, 713
234, 1924
234, 2208
236, 70
236, 115
236, 2154
236, 2437
237, 1096
237, 1632
237, 2842
238, 1597
238, 1897
239, 483
239, 1102
240, 1336
240, 1834
240, 2705
240, 2716
241, 953
241, 1145
241, 1467
242, 2111
242, 2995
243, 1072
243, 1591
244, 288
245, 916
245, 2014
246, 1226
248, 110
248, 152
248, 1395
249, 1566
250, 2480
250, 2732
250, 2740
251, 129
251, 175
251, 1728
251, 1902
251, 2078
252, 1971
253, 188
253, 2401
254, 85
254, 280
255, 643
255, 918
255, 1532
256, 333
256, 548
256, 1699
256, 2028
256, 2842
257, 2182
257, 2295
257, 2726
258, 111
258, 791
258, 1039
258, 1847
259, 1223
259, 2341
259, 2577
259, 2971
260, 304
260, 355
261, 856
261, 1193
261, 2576
261, 2853
262, 935
262, 1497
262, 1702
263, 1604
263, 1910
263, 2364
263, 2805
263, 2855
264, 186
264, 215
264, 1499
265, 644
265, 1084
265, 1253
265, 2078
265, 2704
267, 607
267, 780
267, 1974
268, 1161
269, 150
269, 2015
270, 1567
270, 2336
270, 2535
270, 2754
272, 626
272, 1245
272, 2525
273, 135
273, 205
273, 1828
274, 165
274, 656
275, 1673
275, 1958
276, 968
276, 1614
276, 2474
277, 226
277, 294
278, 141
278, 1264
279, 139
279, 1917
279, 2015
280, 254
280, 1063
280, 1279
280, 1555
281, 2526
281, 2680
281, 2791
282, 1085
282, 1171
282, 2874
283, 534
283, 927
283, 1433
283, 1491
284, 687
284, 1143
284, 1537
284, 2461
284, 2779
285, 1964
285, 2396
286, 1755
286, 2292
287, 2072
288, 244
288, 524
288, 660
288, 2249
289, 656
289, 1452
289, 2373
290, 716
290, 2190
290, 2406
291, 606
291, 851
291, 1146
291, 2124
291, 2840
292, 2234
292, 2499
293, 349
293, 995
293, 1072
293, 1093
293, 1939
293, 2440
293, 2693
294, 277
294, 2132
294, 2194
294, 2480
296, 1108
296, 2039
296, 2379
296, 2533
297, 384
298, 1178
299, 1808
299, 2348
299, 2372
299, 2748
300, 54
300, 361
300, 469
300, 722
300, 1496
300, 1664
300, 1838
300, 2299
301, 1499
301, 2397
301, 2706
302, 2010
302, 2188
302, 2748
303, 1103
303, 1118
304, 62
304, 260
304, 882
304, 2564
305, 423
305, 916
305, 1321
305, 1721
305, 2231
306, 1272
306, 2263
307, 445
307, 1556
307, 1872
307, 2349
308, 802
308, 814
308, 1374
308, 2661
309, 234
309, 817
309, 2208
309, 2645
310, 1026
310, 1127
310, 1668
311, 1606
311, 1836
311, 1903
311, 2350
312, 1301
312, 1765
313, 1512
313, 2537
313, 2769
313, 2931
313, 2947
314, 430
314, 913
314, 1455
314, 1989
314, 2424
314, 2579
315, 612
315, 1541
317, 1408
317, 1904
318, 176
318, 1662
318, 2837
319, 440
319, 2168
319, 2178
319, 2669
319, 2843
320, 1027
320, 1203
321, 1213
322, 343
322, 482
323, 1496
323, 2208
325, 2220
326, 1085
326, 2419
326, 2598
326, 2824
327, 1064
327, 2042
328, 50
328, 1185
328, 2853
328, 2924
329, 562
329, 2354
329, 2670
330, 1795
330, 1842
330, 2704
331, 720
331, 1115
331, 1686
331, 2308
332, 181
332, 585
332, 975
332, 1668
333, 256
333, 842
333, 2099
334, 431
334, 1235
335, 211
335, 2265
335, 2355
336, 450
336, 546
336, 2082
337, 447
337, 2811
338, 664
338, 816
338, 2598
339, 413
340, 192
340, 722
340, 1059
341, 778
341, 1919
341, 2663
342, 2471
342, 2971
343, 322
343, 2445
343, 2668
344, 539
344, 1161
344, 1191
344, 2860
345, 951
345, 1142
345, 1164
345, 2040
345, 2063
345, 2553
346, 717
346, 824
347, 1608
347, 1705
347, 2854
348, 1697
348, 2148
349, 115
349, 293
349, 611
349, 1350
350, 11
350, 745
350, 951
350, 2996
351, 1012
351, 2436
352, 2284
352, 2487
353, 1110
353, 1716
354, 1514
354, 1614
354, 2940
355, 260
355, 1105
355, 1659
355, 2954
356, 217
356, 530
357, 1166
357, 1294
357, 2470
358, 222
358, 1772
358, 2239
359, 420
359, 549
359, 2328
360, 920
361, 300
361, 694
361, 920
362, 1729
362, 2995
363, 1323
363, 2019
364, 765
364, 1998
364, 2696
365, 673
365, 1311
365, 1439
365, 1854
365, 1924
365, 2300
366, 1100
366, 2261
367, 766
367, 1278
367, 1661
367, 2215
367, 2927
368, 737
368, 2135
368, 2401
369, 21
369, 656
369, 1777
370, 812
370, 2530
370, 2539
370, 2661
370, 2664
370, 2907
371, 2577
371, 2823
372, 1010
372, 1845
372, 2051
373, 433
373, 2525
374, 1238
375, 395
375, 517
375, 574
375, 1099
375, 1269
375, 2148
375, 2610
375, 2664
376, 1054
376, 1290
377, 162
377, 1854
377, 2151
378, 969
378, 1609
378, 1701
378, 2017
378, 2774
379, 1802
380, 181
380, 208
380, 2750
381, 1035
381, 2865
382, 1787
383, 87
383, 1148
384, 297
384, 497
384, 1711
384, 2271
385, 1040
385, 1237
385, 2462
385, 2988
386, 1669
386, 2469
387, 38
387, 1468
388, 2352
389, 2154
389, 2844
390, 813
390, 1366
390, 2558
391, 1962
391, 2995
392, 24
392, 876
392, 1508
392, 2423
392, 2786
394, 1646
394, 1683
395, 375
395, 463
395, 704
395, 1050
395, 2140
397, 17
397, 1138
397, 1595
397, 1702
398, 1204
398, 1582
398, 1634
398, 1937
398, 1944
398, 2337
399, 538
399, 1568
399, 2261
399, 2428
399, 2878
400, 813
400, 1312
400, 1372
401, 2096
401, 2522
402, 736
402, 2539
402, 2810
403, 734
403, 1957
403, 2322
403, 2566
404, 201
404, 955
404, 1352
405, 1096
405, 2374
405, 2970
406, 578
406, 1370
407, 449
407, 792
407, 2402
408, 126
408, 538
408, 584
408, 745
409, 638
409, 2165
409, 2292
409, 2770
411, 508
411, 1289
411, 1983
411, 2272
412, 948
412, 999
412, 2925
413, 339
413, 2285
414, 1181
414, 2827
415, 71
415, 169
415, 558
415, 1046
415, 1083
416, 15
416, 182
416, 1139
416, 1429
416, 2192
416, 2647
417, 165
417, 519
418, 2155
419, 703
419, 1952
419, 2155
420, 157
420, 359
420, 926
420, 2238
421, 1326
421, 1640
422, 24
422, 644
422, 2998
423, 118
423, 123
423, 305
423, 506
424, 2475
425, 190
425, 523
425, 2751
426, 440
426, 1048
426, 1364
426, 1572
426, 1991
426, 2324
426, 2592
426, 2740
427, 665
427, 730
427, 789
427, 990
427, 1046
428, 1572
428, 1599
428, 1918
428, 2288
428, 2450
429, 841
429, 894
429, 1155
429, 1159
429, 1916
429, 2715
430, 77
430, 314
430, 1999
431, 334
431, 842
431, 921
432, 61
432, 1866
433, 209
433, 373
433, 1130
434, 2521
434, 2821
435, 171
435, 570
435, 1846
436, 1093
436, 1607
436, 2404
437, 174
437, 682
437, 939
437, 1179
437, 1888
438, 526
438, 1359
438, 1577
438, 2015
439, 1862
439, 2598
440, 319
440, 426
441, 18
441, 624
441, 629
441, 1361
441, 2463
441, 2860
442, 847
442, 1179
443, 515
443, 522
444, 975
444, 1352
444, 2309
445, 307
445, 737
445, 1115
445, 1788
446, 757
446, 1323
446, 2047
447, 337
447, 1806
447, 1888
447, 2394
447, 2479
447, 2775
447, 2899
448, 936
448, 2934
449, 20
449, 42
449, 407
449, 519
449, 1281
449, 1342
449, 2932
450, 336
450, 1750
450, 1803
451, 2705
451, 2846
452, 1031
452, 1165
452, 2466
453, 657
453, 1320
453, 2592
454, 669
454, 1059
454, 2914
455, 628
455, 2472
455, 2584
456, 1962
457, 2007
457, 2217
458, 532
458, 1312
458, 1556
458, 2576
459, 1110
459, 1470
459, 1805
460, 2796
460, 2799
461, 1661
462, 32
462, 1826
463, 395
463, 2523
464, 669
464, 1593
464, 2791
465, 790
466, 1107
466, 2855
467, 717
467, 957
467, 1239
467, 2572
468, 2124
468, 2491
469, 52
469, 55
469, 300
469, 882
469, 1949
469, 2645
470, 1113
470, 2611
470, 2739
471, 2622
471, 2730
472, 1147
472, 1390
472, 2674
473, 1136
473, 1635
473, 1858
473, 2216
474, 696
474, 1938
474, 2949
475, 751
475, 903
475, 1339
475, 2919
476, 1242
477, 2612
477, 2708
478, 109
478, 2070
479, 584
479, 2255
480, 2530
481, 913
481, 1163
481, 1290
481, 2551
481, 2782
482, 55
482, 322
483, 239
483, 1045
484, 1031
485, 111
485, 566
485, 810
485, 839
485, 1486
485, 1618
485, 1987
485, 2236
486, 826
486, 1564
486, 2321
486, 2406
487, 580
487, 2268
490, 214
490, 2870
491, 1084
491, 2831
492, 1773
493, 1079
493, 1600
494, 529
494, 1134
495, 539
495, 681
495, 1107
495, 1900
496, 2613
496, 2847
497, 384
497, 2237
498, 504
498, 820
498, 1030
498, 2295
499, 1536
499, 2699
499, 2970
500, 511
500, 2090
500, 2780
501, 2880
502, 518
502, 594
502, 1663
503, 131
503, 508
503, 698
503, 1535
503, 1846
503, 2687
504, 498
504, 1721
504, 1871
504, 2850
505, 1944
506, 423
506, 2037
507, 539
507, 1625
507, 2134
508, 411
508, 503
511, 500
511, 517
511, 531
511, 965
511, 1495
512, 1444
513, 2103
514, 527
514, 2496
514, 2676
515, 443
516, 806
516, 1046
516, 1177
516, 1845
517, 103
517, 187
517, 375
517, 511
517, 522
517, 1696
517, 1826
518, 502
518, 1603
518, 2630
519, 6
519, 417
519, 449
519, 2852
520, 172
520, 1776
520, 2080
520, 2936
521, 224
521, 726
521, 1049
522, 193
522, 443
522, 517
522, 792
522, 1195
522, 1928
522, 2960
523, 168
523, 425
523, 1474
523, 1924
524, 202
524, 288
524, 536
524, 1742
524, 2675
526, 38
526, 438
526, 2199
527, 155
527, 514
527, 1150
527, 1326
527, 1719
527, 2325
528, 1804
528, 2267
529, 65
529, 180
529, 494
529, 1189
530, 356
530, 1220
530, 1942
531, 511
531, 563
531, 796
531, 2665
531, 2961
532, 458
532, 1053
532, 1181
532, 1412
532, 1520
533, 1399
533, 1707
533, 1886
533, 2051
533, 2478
533, 2635
534, 143
534, 183
534, 283
534, 1031
534, 1197
534, 2284
535, 726
535, 1539
535, 1717
535, 2068
535, 2391
535, 2448
535, 2497
536, 144
536, 524
536, 718
537, 2407
538, 159
538, 399
538, 408
539, 344
539, 495
539, 507
539, 930
539, 1374
539, 2108
539, 2127
540, 1094
540, 1916
540, 2306
540, 2891
540, 2920
541, 581
541, 778
543, 622
543, 631
543, 660
543, 1098
543, 1570
543, 1798
544, 42
544, 597
544, 728
544, 865
545, 2595
546, 336
547, 1180
548, 256
549, 359
549, 1020
549, 1902
550, 63
550, 1386
550, 2317
550, 2502
550, 2589
551, 988
551, 1214
551, 1233
552, 1064
552, 1389
553, 1625
554, 1049
555, 2916
556, 100
556, 2792
557, 1208
557, 1881
557, 2200
557, 2701
558, 415
558, 1135
559, 991
560, 561
560, 2402
561, 94
561, 560
561, 799
561, 1697
561, 1713
562, 86
562, 329
562, 2817
563, 531
563, 909
563, 1375
563, 2732
564, 806
564, 1442
564, 2254
565, 189
565, 1077
565, 1563
565, 1581
565, 1846
565, 1847
566, 485
566, 600
566, 1463
566, 2332
566, 2536
567, 2074
567, 2512
567, 2605
568, 55
568, 902
568, 1355
569, 1161
570, 435
570, 1309
570, 2035
570, 2283
570, 2337
571, 751
571, 2256
571, 2405
572, 56
572, 1975
572, 2617
573, 87
573, 773
574, 375
575, 1248
575, 2484
576, 1073
576, 1460
576, 2409
576, 2682
577, 1310
577, 2204
577, 2659
578, 406
578, 789
578, 1964
578, 1975
578, 2731
578, 2956
579, 763
580, 487
580, 2039
580, 2072
581, 541
581, 2765
582, 1557
582, 2908
583, 1046
583, 1195
583, 1621
583, 2326
584, 408
584, 479
584, 1002
584, 1189
584, 1806
584, 1862
584, 2131
584, 2448
585, 332
585, 2768
585, 2780
586, 184
586, 594
586, 2146
587, 43
587, 92
587, 223
587, 1096
587, 1992
588, 168
588, 1161
589, 2092
590, 2221
590, 2574
590, 2889
591, 947
591, 1257
592, 1046
592, 2146
592, 2907
592, 2948
593, 59
593, 117
593, 788
593, 1012
593, 2576
594, 502
594, 586
594, 1678
594, 1706
594, 1791
594, 1911
595, 605
595, 679
595, 907
595, 1153
595, 1493
596, 2011
596, 2586
597, 544
597, 1694
597, 1723
598, 100
598, 999
599, 1569
599, 1712
599, 1821
599, 2201
600, 88
600, 566
600, 935
600, 1069
600, 1217
600, 2437
600, 2999
601, 2178
602, 694
602, 1377
603, 124
603, 1072
603, 2750
604, 2402
605, 595
605, 764
605, 2452
606, 48
606, 158
606, 291
606, 844
606, 1269
606, 1412
606, 2839
607, 267
607, 1727
607, 2568
607, 2777
608, 1188
608, 2683
609, 113
609, 1471
609, 2988
610, 201
611, 349
611, 1696
612, 9
612, 315
612, 697
612, 1097
612, 1862
612, 2102
613, 625
613, 807
614, 2006
614, 2533
614, 2623
614, 2722
615, 1494
615, 1729
615, 2382
616, 1319
616, 1458
616, 1667
617, 861
617, 1174
617, 1406
618, 95
619, 1242
619, 2146
619, 2993
620, 728
620, 2854
621, 1809
621, 2066
622, 43
622, 543
622, 721
622, 2262
623, 807
623, 1137
623, 1958
623, 2971
624, 441
624, 1005
624, 1377
625, 613
625, 2305
625, 2551
626, 26
626, 272
626, 967
626, 1296
626, 1681
627, 1452
627, 1937
628, 455
628, 1274
629, 441
629, 1403
629, 2348
629, 2381
630, 191
630, 1169
630, 2357
630, 2930
631, 543
631, 703
631, 960
632, 171
632, 695
632, 1091
633, 2074
634, 1182
637, 100
637, 2777
638, 409
639, 1252
639, 1901
640, 2064
641, 1614
642, 105
642, 141
642, 687
642, 2125
642, 2681
643, 255
643, 1647
643, 2113
643, 2209
643, 2680
643, 2771
644, 265
644, 422
644, 2503
644, 2601
646, 758
646, 883
646, 2076
646, 2248
647, 1516
647, 2071
647, 2124
647, 2295
647, 2523
648, 1312
648, 1834
648, 2858
648, 2934
649, 946
649, 1695
649, 2006
650, 839
650, 1854
650, 2046
650, 2493
651, 1715
652, 1137
652, 1435
653, 46
653, 150
653, 726
653, 2764
654, 1210
654, 1444
654, 1851
655, 1791
655, 2394
655, 2468
656, 274
656, 289
656, 369
656, 2758
657, 18
657, 168
657, 453
657, 1281
657, 1983
657, 2018
657, 2095
657, 2151
658, 1756
658, 2377
660, 288
660, 543
660, 2189
660, 2675
661, 1482
661, 1549
661, 2584
662, 167
662, 2328
662, 2776
663, 215
663, 1344
663, 1396
664, 338
664, 1191
665, 427
665, 928
665, 968
665, 1548
665, 2127
666, 1030
666, 2579
666, 2926
667, 693
669, 454
669, 464
669, 1517
670, 751
670, 1472
670, 2737
671, 118
671, 1693
672, 181
672, 200
672, 730
672, 2052
672, 2135
672, 2767
672, 2873
673, 365
673, 2065
674, 1158
674, 1840
674, 1990
675, 946
675, 1221
675, 1651
675, 1955
675, 2148
676, 1217
676, 2371
676, 2913
677, 2005
678, 1130
678, 1188
678, 1783
678, 2605
679, 595
679, 1044
679, 1149
679, 1699
679, 2013
679, 2395
680, 222
680, 1616
681, 495
681, 2376
681, 2507
681, 2510
682, 437
682, 735
682, 1744
682, 2047
682, 2704
683, 79
683, 2334
683, 2944
684, 1999
684, 2560
685, 2651
685, 2882
685, 2911
686, 1574
687, 284
687, 642
687, 790
687, 976
687, 2095
688, 979
688, 2682
688, 2714
689, 41
689, 855
689, 994
689, 1591
689, 1596
689, 2935
689, 2977
691, 107
691, 1881
691, 2579
692, 1925
692, 2971
693, 667
693, 1644
694, 361
694, 602
694, 1545
694, 2188
695, 632
696, 474
696, 2505
696, 2680
696, 2703
697, 612
697, 2342
697, 2608
698, 503
698, 1256
698, 2855
699, 92
699, 1193
699, 2620
700, 1788
700, 1961
700, 2509
701, 2459
702, 844
702, 2562
703, 419
703, 631
703, 774
703, 1589
703, 2229
704, 395
704, 864
704, 2180
704, 2783
705, 811
705, 883
705, 1464
705, 2022
707, 1794
707, 2280
708, 1454
708, 1820
708, 2166
708, 2595
709, 2538
710, 2074
710, 2707
711, 1383
711, 1407
712, 856
712, 1468
713, 234
713, 1444
713, 1571
714, 1176
714, 1337
714, 2369
715, 1525
715, 1831
715, 2021
715, 2310
716, 290
716, 1151
717, 121
717, 185
717, 346
717, 467
717, 1094
717, 1502
718, 536
718, 1397
718, 1745
718, 2658
720, 331
720, 1618
721, 622
721, 1136
722, 300
722, 340
722, 878
724, 947
724, 1097
724, 2464
724, 2843
725, 1426
725, 2149
726, 521
726, 535
726, 653
726, 844
726, 1345
726, 1482
726, 2485
726, 2747
726, 2990
727, 54
727, 1476
728, 71
728, 89
728, 544
728, 620
728, 1103
728, 1265
728, 2719
729, 1595
730, 427
730, 672
730, 842
730, 1307
731, 804
731, 962
731, 1246
731, 1356
731, 2491
732, 734
732, 1070
732, 2550
733, 2209
733, 2781
734, 403
734, 732
734, 944
735, 682
735, 1342
735, 2112
736, 402
737, 224
737, 368
737, 445
737, 2319
737, 2358
738, 1112
738, 1508
738, 2381
738, 2604
739, 102
739, 221
739, 766
739, 2299
740, 19
741, 1135
741, 1679
741, 2190
742, 1138
743, 1388
744, 56
744, 1131
744, 2649
744, 2926
745, 350
745, 408
745, 1110
746, 31
746, 2161
747, 0
748, 1222
748, 1532
749, 1010
751, 475
751, 571
751, 670
752, 2855
753, 936
753, 2904
754, 1140
756, 69
756, 1594
756, 2613
756, 2868
757, 446
757, 1024
757, 2902
758, 646
758, 1016
758, 1026
758, 1617
758, 2607
759, 178
759, 1755
760, 158
760, 829
760, 989
760, 2733
760, 2747
760, 2819
761, 963
762, 927
762, 1971
762, 2007
762, 2103
763, 579
763, 984
763, 1140
763, 2030
763, 2838
764, 605
764, 1461
764, 1882
764, 2216
764, 2325
764, 2526
765, 364
765, 1548
765, 1771
765, 2659
765, 2811
766, 90
766, 367
766, 739
766, 2575
767, 1335
767, 2262
768, 1944
769, 1096
769, 1175
769, 1361
769, 1602
770, 216
771, 26
772, 2549
773, 573
773, 2318
773, 2886
774, 703
774, 817
774, 989
774, 2179
775, 2614
776, 1827
778, 341
778, 541
778, 2612
779, 1377
779, 2516
779, 2582
780, 267
780, 2159
781, 851
781, 1055
781, 2372
782, 871
782, 1137
782, 2264
783, 890
783, 968
783, 1551
783, 1610
783, 1897
784, 1421
784, 1885
785, 917
785, 1412
785, 1890
785, 2486
785, 2582
785, 2995
786, 1093
787, 2274
787, 2862
787, 2898
787, 2925
788, 593
788, 1102
788, 2322
788, 2543
788, 2930
789, 204
789, 427
789, 578
789, 828
789, 1307
789, 2587
789, 2872
790, 465
790, 687
790, 1397
790, 2114
790, 2474
790, 2967
791, 258
791, 903
791, 2995
792, 407
792, 522
792, 1038
792, 2945
793, 2636
794, 58
794, 1033
794, 1826
794, 2341
794, 2418
795, 1346
795, 1795
795, 2550
796, 531
796, 1154
796, 2586
796, 2994
797, 813
797, 1276
797, 1362
797, 1460
797, 1481
797, 2388
797, 2776
798, 816
798, 2307
798, 2831
799, 561
799, 1463
799, 1476
799, 1490
799, 2215
800, 890
800, 1971
801, 1015
801, 2101
801, 2672
802, 146
802, 308
802, 900
803, 1132
803, 1911
803, 2500
804, 731
804, 855
804, 1657
804, 2228
804, 2486
805, 899
805, 1997
806, 516
806, 564
806, 1344
806, 1548
807, 613
807, 623
807, 1459
807, 1564
807, 2519
807, 2693
807, 2833
808, 833
808, 979
808, 1089
808, 1762
808, 2333
808, 2954
809, 91
809, 1400
810, 485
810, 1567
810, 1813
810, 1946
810, 2084
810, 2822
810, 2925
811, 705
811, 2756
812, 370
812, 1101
812, 1317
813, 390
813, 400
813, 797
813, 1897
814, 308
814, 1265
814, 1342
814, 1731
814, 1850
814, 1995
814, 2029
815, 1645
815, 1718
816, 338
816, 798
816, 1397
816, 2787
817, 309
817, 774
817, 2522
